Count,File Name,Type,District,ID,_1_XY,_2_XY,_3_XY,_4_XY,Position X,Position Y
1,District 4 Delta,Premium,?,"4736, 6652","4752, 6636","4720, 6636","4720, 6668","4752, 6668",4736.0000,6652.0000
1,District 4 Delta,Premium,?,"4768, 3268","4784, 3284","4752, 3284","4752, 3252","4784, 3252",4768.0000,3268.0000
1,District 4 Delta,Premium,?,"4768, 6652","4784, 6636","4752, 6636","4752, 6668","4784, 6668",4768.0000,6652.0000
1,District 4 Delta,Premium,?,"4912, 4398","4928, 4414","4896, 4414","4896, 4382","4928, 4382",4912.0000,4398.0000
1,District 4 Delta,Premium,?,"4912, 5522","4928, 5506","4896, 5506","4896, 5538","4928, 5538",4912.0000,5522.0000
1,District 4 Delta,Premium,?,"4944, 4398","4960, 4414","4928, 4414","4928, 4382","4960, 4382",4944.0000,4398.0000
1,District 4 Delta,Premium,?,"4944, 5522","4960, 5506","4928, 5506","4928, 5538","4960, 5538",4944.0000,5522.0000
1,District 4 Delta,Premium,?,"5264, 4176","5280, 4192","5248, 4192","5248, 4160","5280, 4160",5264.0000,4176.0000
1,District 4 Delta,Premium,?,"5264, 5744","5280, 5728","5248, 5728","5248, 5760","5280, 5760",5264.0000,5744.0000
1,District 4 Delta,Premium,?,"5296, 4176","5312, 4192","5280, 4192","5280, 4160","5312, 4160",5296.0000,4176.0000
1,District 4 Delta,Premium,?,"5296, 5744","5312, 5728","5280, 5728","5280, 5760","5312, 5760",5296.0000,5744.0000
1,District 7 Kappa,Premium,?,"-1744, -3440","-1728, -3456","-1760, -3456","-1760, -3424","-1728, -3424",-1744.0000,-3440.0000
1,District 7 Kappa,Premium,?,"-1744, -4800","-1728, -4816","-1760, -4816","-1760, -4784","-1728, -4784",-1744.0000,-4800.0000
1,District 7 Kappa,Premium,?,"-1744, -5120","-1728, -5104","-1760, -5104","-1760, -5136","-1728, -5136",-1744.0000,-5120.0000
1,District 7 Kappa,Premium,?,"-1744, -6480","-1728, -6464","-1760, -6464","-1760, -6496","-1728, -6496",-1744.0000,-6480.0000
1,District 7 Kappa,Premium,?,"-1776, -3440","-1760, -3456","-1792, -3456","-1792, -3424","-1760, -3424",-1776.0000,-3440.0000
1,District 7 Kappa,Premium,?,"-1776, -4800","-1760, -4816","-1792, -4816","-1792, -4784","-1760, -4784",-1776.0000,-4800.0000
1,District 7 Kappa,Premium,?,"-1776, -5120","-1760, -5104","-1792, -5104","-1792, -5136","-1760, -5136",-1776.0000,-5120.0000
1,District 7 Kappa,Premium,?,"-1776, -6480","-1760, -6464","-1792, -6464","-1792, -6496","-1760, -6496",-1776.0000,-6480.0000
1,District 7 Kappa,Premium,?,"-2096, -3632","-2080, -3648","-2112, -3648","-2112, -3616","-2080, -3616",-2096.0000,-3632.0000
1,District 7 Kappa,Premium,?,"-2128, -3632","-2112, -3648","-2144, -3648","-2144, -3616","-2112, -3616",-2128.0000,-3632.0000
1,District 7 Kappa,Premium,?,"-2272, -2532","-2256, -2548","-2288, -2548","-2288, -2516","-2256, -2516",-2272.0000,-2532.0000
1,District 7 Kappa,Premium,?,"-2272, -7388","-2256, -7372","-2288, -7372","-2288, -7404","-2256, -7404",-2272.0000,-7388.0000
1,District 7 Kappa,Premium,?,"-2304, -2532","-2288, -2548","-2320, -2548","-2320, -2516","-2288, -2516",-2304.0000,-2532.0000
1,District 7 Kappa,Premium,?,"-2304, -7388","-2288, -7372","-2320, -7372","-2320, -7404","-2288, -7404",-2304.0000,-7388.0000
1,District 7 Kappa,Premium,?,"-2384, -3986","-2400, -4002","-2368, -4002","-2368, -3970","-2400, -3970",-2384.0000,-3986.0000
1,District 7 Kappa,Premium,?,"-2384, -5934","-2400, -5918","-2368, -5918","-2368, -5950","-2400, -5950",-2384.0000,-5934.0000
1,District 7 Kappa,Premium,?,"-2416, -3986","-2432, -4002","-2400, -4002","-2400, -3970","-2432, -3970",-2416.0000,-3986.0000
1,District 7 Kappa,Premium,?,"-2416, -5934","-2432, -5918","-2400, -5918","-2400, -5950","-2432, -5950",-2416.0000,-5934.0000
1,District 7 Kappa,Premium,?,"-2624, -2752","-2608, -2768","-2640, -2768","-2640, -2736","-2608, -2736",-2624.0000,-2752.0000
1,District 7 Kappa,Premium,?,"-2656, -2752","-2640, -2768","-2672, -2768","-2672, -2736","-2640, -2736",-2656.0000,-2752.0000
1,District 7 Kappa,Premium,?,"-3104, -2752","-3120, -2768","-3088, -2768","-3088, -2736","-3120, -2736",-3104.0000,-2752.0000
1,District 7 Kappa,Premium,?,"-3136, -2752","-3152, -2768","-3120, -2768","-3120, -2736","-3152, -2736",-3136.0000,-2752.0000
1,District 7 Kappa,Premium,?,"-3344, -3986","-3328, -4002","-3360, -4002","-3360, -3970","-3328, -3970",-3344.0000,-3986.0000
1,District 7 Kappa,Premium,?,"-3344, -5934","-3328, -5918","-3360, -5918","-3360, -5950","-3328, -5950",-3344.0000,-5934.0000
1,District 7 Kappa,Premium,?,"-3376, -3986","-3360, -4002","-3392, -4002","-3392, -3970","-3360, -3970",-3376.0000,-3986.0000
1,District 7 Kappa,Premium,?,"-3376, -5934","-3360, -5918","-3392, -5918","-3392, -5950","-3360, -5950",-3376.0000,-5934.0000
1,District 7 Kappa,Premium,?,"-3456, -2532","-3472, -2548","-3440, -2548","-3440, -2516","-3472, -2516",-3456.0000,-2532.0000
1,District 7 Kappa,Premium,?,"-3456, -7388","-3472, -7372","-3440, -7372","-3440, -7404","-3472, -7404",-3456.0000,-7388.0000
1,District 7 Kappa,Premium,?,"-3488, -2532","-3504, -2548","-3472, -2548","-3472, -2516","-3504, -2516",-3488.0000,-2532.0000
1,District 7 Kappa,Premium,?,"-3488, -7388","-3504, -7372","-3472, -7372","-3472, -7404","-3504, -7404",-3488.0000,-7388.0000
1,District 7 Kappa,Premium,?,"-3632, -3672","-3648, -3688","-3616, -3688","-3616, -3656","-3648, -3656",-3632.0000,-3672.0000
1,District 7 Kappa,Premium,?,"-3664, -3672","-3680, -3688","-3648, -3688","-3648, -3656","-3680, -3656",-3664.0000,-3672.0000
1,District 7 Kappa,Premium,?,"-3984, -3440","-4000, -3456","-3968, -3456","-3968, -3424","-4000, -3424",-3984.0000,-3440.0000
1,District 7 Kappa,Premium,?,"-3984, -4800","-4000, -4816","-3968, -4816","-3968, -4784","-4000, -4784",-3984.0000,-4800.0000
1,District 7 Kappa,Premium,?,"-3984, -5120","-4000, -5104","-3968, -5104","-3968, -5136","-4000, -5136",-3984.0000,-5120.0000
1,District 7 Kappa,Premium,?,"-3984, -6480","-4000, -6464","-3968, -6464","-3968, -6496","-4000, -6496",-3984.0000,-6480.0000
1,District 7 Kappa,Premium,?,"-4016, -3440","-4032, -3456","-4000, -3456","-4000, -3424","-4032, -3424",-4016.0000,-3440.0000
1,District 7 Kappa,Premium,?,"-4016, -4800","-4032, -4816","-4000, -4816","-4000, -4784","-4032, -4784",-4016.0000,-4800.0000
1,District 7 Kappa,Premium,?,"-4016, -5120","-4032, -5104","-4000, -5104","-4000, -5136","-4032, -5136",-4016.0000,-5120.0000
1,District 7 Kappa,Premium,?,"-4016, -6480","-4032, -6464","-4000, -6464","-4000, -6496","-4032, -6496",-4016.0000,-6480.0000
1,District 7 Kappa,Premium,?,"-4384, -3488","-4400, -3504","-4368, -3504","-4368, -3472","-4400, -3472",-4384.0000,-3488.0000
1,District 7 Kappa,Premium,?,"-4384, -6432","-4400, -6416","-4368, -6416","-4368, -6448","-4400, -6448",-4384.0000,-6432.0000
1,District 7 Kappa,Premium,?,"-4416, -3488","-4432, -3504","-4400, -3504","-4400, -3472","-4432, -3472",-4416.0000,-3488.0000
1,District 7 Kappa,Premium,?,"-4416, -6432","-4432, -6416","-4400, -6416","-4400, -6448","-4432, -6448",-4416.0000,-6432.0000
1,District 7 Kappa,Premium,?,"-4624, -4732","-4608, -4748","-4640, -4748","-4640, -4716","-4608, -4716",-4624.0000,-4732.0000
1,District 7 Kappa,Premium,?,"-4624, -5188","-4608, -5172","-4640, -5172","-4640, -5204","-4608, -5204",-4624.0000,-5188.0000
1,District 7 Kappa,Premium,?,"-4656, -4732","-4640, -4748","-4672, -4748","-4672, -4716","-4640, -4716",-4656.0000,-4732.0000
1,District 7 Kappa,Premium,?,"-4656, -5188","-4640, -5172","-4672, -5172","-4672, -5204","-4640, -5204",-4656.0000,-5188.0000
1,District 7 Kappa,Premium,?,"-4736, -3268","-4752, -3284","-4720, -3284","-4720, -3252","-4752, -3252",-4736.0000,-3268.0000
1,District 7 Kappa,Premium,?,"-4736, -6652","-4752, -6636","-4720, -6636","-4720, -6668","-4752, -6668",-4736.0000,-6652.0000
1,District 7 Kappa,Premium,?,"-4768, -3268","-4784, -3284","-4752, -3284","-4752, -3252","-4784, -3252",-4768.0000,-3268.0000
1,District 7 Kappa,Premium,?,"-4768, -6652","-4784, -6636","-4752, -6636","-4752, -6668","-4784, -6668",-4768.0000,-6652.0000
1,District 7 Kappa,Premium,?,"-4912, -4368","-4928, -4384","-4896, -4384","-4896, -4352","-4928, -4352",-4912.0000,-4368.0000
1,District 7 Kappa,Premium,?,"-4912, -5552","-4928, -5536","-4896, -5536","-4896, -5568","-4928, -5568",-4912.0000,-5552.0000
1,District 7 Kappa,Premium,?,"-4944, -4368","-4960, -4384","-4928, -4384","-4928, -4352","-4960, -4352",-4944.0000,-4368.0000
1,District 7 Kappa,Premium,?,"-4944, -5552","-4960, -5536","-4928, -5536","-4928, -5568","-4960, -5568",-4944.0000,-5552.0000
1,District 7 Kappa,Premium,?,"-5264, -4176","-5280, -4192","-5248, -4192","-5248, -4160","-5280, -4160",-5264.0000,-4176.0000
1,District 7 Kappa,Premium,?,"-5264, -5744","-5280, -5728","-5248, -5728","-5248, -5760","-5280, -5760",-5264.0000,-5744.0000
1,District 7 Kappa,Premium,?,"-5296, -4176","-5312, -4192","-5280, -4192","-5280, -4160","-5312, -4160",-5296.0000,-4176.0000
1,District 7 Kappa,Premium,?,"-5296, -5744","-5312, -5728","-5280, -5728","-5280, -5760","-5312, -5760",-5296.0000,-5744.0000
1,District 3 Pi,Premium,�,"3184, 784","3168, 768","3200, 768","3200, 800","3168, 800",3184.0000,784.0000
1,District 3 Pi,Premium,�,"3184, -784","3168, -768","3200, -768","3200, -800","3168, -800",3184.0000,-784.0000
1,District 3 Pi,Premium,�,"3216, 784","3200, 768","3232, 768","3232, 800","3200, 800",3216.0000,784.0000
1,District 3 Pi,Premium,�,"3216, -784","3200, -768","3232, -768","3232, -800","3200, -800",3216.0000,-784.0000
1,District 3 Pi,Premium,�,"3536, 562","3520, 546","3552, 546","3552, 578","3520, 578",3536.0000,562.0000
1,District 3 Pi,Premium,�,"3536, -562","3520, -546","3552, -546","3552, -578","3520, -578",3536.0000,-562.0000
1,District 3 Pi,Premium,�,"3568, 562","3552, 546","3584, 546","3584, 578","3552, 578",3568.0000,562.0000
1,District 3 Pi,Premium,�,"3568, -562","3552, -546","3584, -546","3584, -578","3552, -578",3568.0000,-562.0000
1,District 3 Pi,Premium,�,"3712, 1692","3696, 1676","3728, 1676","3728, 1708","3696, 1708",3712.0000,1692.0000
1,District 3 Pi,Premium,�,"3712, -1692","3696, -1676","3728, -1676","3728, -1708","3696, -1708",3712.0000,-1692.0000
1,District 3 Pi,Premium,�,"3744, 1692","3728, 1676","3760, 1676","3760, 1708","3728, 1708",3744.0000,1692.0000
1,District 3 Pi,Premium,�,"3744, -1692","3728, -1676","3760, -1676","3760, -1708","3728, -1708",3744.0000,-1692.0000
1,District 3 Pi,Premium,�,"3824, 228","3840, 212","3808, 212","3808, 244","3840, 244",3824.0000,228.0000
1,District 3 Pi,Premium,�,"3824, -228","3840, -212","3808, -212","3808, -244","3840, -244",3824.0000,-228.0000
1,District 3 Pi,Premium,�,"3856, 228","3872, 212","3840, 212","3840, 244","3872, 244",3856.0000,228.0000
1,District 3 Pi,Premium,�,"3856, -228","3872, -212","3840, -212","3840, -244","3872, -244",3856.0000,-228.0000
1,District 3 Pi,Premium,�,"4064, 1472","4048, 1456","4080, 1456","4080, 1488","4048, 1488",4064.0000,1472.0000
1,District 3 Pi,Premium,�,"4064, -1472","4048, -1456","4080, -1456","4080, -1488","4048, -1488",4064.0000,-1472.0000
1,District 3 Pi,Premium,�,"4096, 1472","4080, 1456","4112, 1456","4112, 1488","4080, 1488",4096.0000,1472.0000
1,District 3 Pi,Premium,�,"4096, -1472","4080, -1456","4112, -1456","4112, -1488","4080, -1488",4096.0000,-1472.0000
1,District 3 Pi,Premium,�,"4464, 1520","4448, 1504","4480, 1504","4480, 1536","4448, 1536",4464.0000,1520.0000
1,District 3 Pi,Premium,�,"4464, -1520","4448, -1504","4480, -1504","4480, -1536","4448, -1536",4464.0000,-1520.0000
1,District 3 Pi,Premium,�,"4464, 160","4448, 144","4480, 144","4480, 176","4448, 176",4464.0000,160.0000
1,District 3 Pi,Premium,�,"4464, -160","4448, -144","4480, -144","4480, -176","4448, -176",4464.0000,-160.0000
1,District 3 Pi,Premium,�,"4496, 1520","4480, 1504","4512, 1504","4512, 1536","4480, 1536",4496.0000,1520.0000
1,District 3 Pi,Premium,�,"4496, -1520","4480, -1504","4512, -1504","4512, -1536","4480, -1536",4496.0000,-1520.0000
1,District 3 Pi,Premium,�,"4496, 160","4480, 144","4512, 144","4512, 176","4480, 176",4496.0000,160.0000
1,District 3 Pi,Premium,�,"4496, -160","4480, -144","4512, -144","4512, -176","4480, -176",4496.0000,-160.0000
1,District 3 Pi,Premium,�,"4816, 1328","4800, 1312","4832, 1312","4832, 1344","4800, 1344",4816.0000,1328.0000
1,District 3 Pi,Premium,�,"4816, -1328","4800, -1312","4832, -1312","4832, -1344","4800, -1344",4816.0000,-1328.0000
1,District 3 Pi,Premium,�,"4848, 1328","4832, 1312","4864, 1312","4864, 1344","4832, 1344",4848.0000,1328.0000
1,District 3 Pi,Premium,�,"4848, -1328","4832, -1312","4864, -1312","4864, -1344","4832, -1344",4848.0000,-1328.0000
1,District 3 Pi,Premium,�,"4992, 2428","4976, 2412","5008, 2412","5008, 2444","4976, 2444",4992.0000,2428.0000
1,District 3 Pi,Premium,�,"4992, -2428","4976, -2412","5008, -2412","5008, -2444","4976, -2444",4992.0000,-2428.0000
1,District 3 Pi,Premium,�,"5024, 2428","5008, 2412","5040, 2412","5040, 2444","5008, 2444",5024.0000,2428.0000
1,District 3 Pi,Premium,�,"5024, -2428","5008, -2412","5040, -2412","5040, -2444","5008, -2444",5024.0000,-2428.0000
1,District 3 Pi,Premium,�,"5104, 974","5120, 958","5088, 958","5088, 990","5120, 990",5104.0000,974.0000
1,District 3 Pi,Premium,�,"5104, -974","5120, -958","5088, -958","5088, -990","5120, -990",5104.0000,-974.0000
1,District 3 Pi,Premium,�,"5136, 974","5152, 958","5120, 958","5120, 990","5152, 990",5136.0000,974.0000
1,District 3 Pi,Premium,�,"5136, -974","5152, -958","5120, -958","5120, -990","5152, -990",5136.0000,-974.0000
1,District 3 Pi,Premium,�,"6064, 974","6048, 958","6080, 958","6080, 990","6048, 990",6064.0000,974.0000
1,District 3 Pi,Premium,�,"6064, -974","6048, -958","6080, -958","6080, -990","6048, -990",6064.0000,-974.0000
1,District 3 Pi,Premium,�,"6096, 974","6080, 958","6112, 958","6112, 990","6080, 990",6096.0000,974.0000
1,District 3 Pi,Premium,�,"6096, -974","6080, -958","6112, -958","6112, -990","6080, -990",6096.0000,-974.0000
1,District 3 Pi,Premium,�,"6352, 1288","6368, 1272","6336, 1272","6336, 1304","6368, 1304",6352.0000,1288.0000
1,District 3 Pi,Premium,�,"6352, -1288","6368, -1272","6336, -1272","6336, -1304","6368, -1304",6352.0000,-1288.0000
1,District 3 Pi,Premium,�,"6384, 1288","6400, 1272","6368, 1272","6368, 1304","6400, 1304",6384.0000,1288.0000
1,District 3 Pi,Premium,�,"6384, -1288","6400, -1272","6368, -1272","6368, -1304","6400, -1304",6384.0000,-1288.0000
1,District 3 Pi,Premium,�,"6704, 1520","6720, 1504","6688, 1504","6688, 1536","6720, 1536",6704.0000,1520.0000
1,District 3 Pi,Premium,�,"6704, -1520","6720, -1504","6688, -1504","6688, -1536","6720, -1536",6704.0000,-1520.0000
1,District 3 Pi,Premium,�,"6704, 160","6720, 144","6688, 144","6688, 176","6720, 176",6704.0000,160.0000
1,District 3 Pi,Premium,�,"6704, -160","6720, -144","6688, -144","6688, -176","6720, -176",6704.0000,-160.0000
1,District 3 Pi,Premium,�,"6736, 1520","6752, 1504","6720, 1504","6720, 1536","6752, 1536",6736.0000,1520.0000
1,District 3 Pi,Premium,�,"6736, -1520","6752, -1504","6720, -1504","6720, -1536","6752, -1536",6736.0000,-1520.0000
1,District 3 Pi,Premium,�,"6736, 160","6752, 144","6720, 144","6720, 176","6752, 176",6736.0000,160.0000
1,District 3 Pi,Premium,�,"6736, -160","6752, -144","6720, -144","6720, -176","6752, -176",6736.0000,-160.0000
1,District 6 Sigma,Premium,?,"-3184, 784","-3168, 768","-3200, 768","-3200, 800","-3168, 800",-3184.0000,784.0000
1,District 6 Sigma,Premium,?,"-3184, -784","-3168, -768","-3200, -768","-3200, -800","-3168, -800",-3184.0000,-784.0000
1,District 6 Sigma,Premium,?,"-3216, 784","-3200, 768","-3232, 768","-3232, 800","-3200, 800",-3216.0000,784.0000
1,District 6 Sigma,Premium,?,"-3216, -784","-3200, -768","-3232, -768","-3232, -800","-3200, -800",-3216.0000,-784.0000
1,District 6 Sigma,Premium,?,"-3536, 562","-3520, 546","-3552, 546","-3552, 578","-3520, 578",-3536.0000,562.0000
1,District 6 Sigma,Premium,?,"-3536, -562","-3520, -546","-3552, -546","-3552, -578","-3520, -578",-3536.0000,-562.0000
1,District 6 Sigma,Premium,?,"-3568, 562","-3552, 546","-3584, 546","-3584, 578","-3552, 578",-3568.0000,562.0000
1,District 6 Sigma,Premium,?,"-3568, -562","-3552, -546","-3584, -546","-3584, -578","-3552, -578",-3568.0000,-562.0000
1,District 6 Sigma,Premium,?,"-3712, 1692","-3696, 1676","-3728, 1676","-3728, 1708","-3696, 1708",-3712.0000,1692.0000
1,District 6 Sigma,Premium,?,"-3712, -1692","-3696, -1676","-3728, -1676","-3728, -1708","-3696, -1708",-3712.0000,-1692.0000
1,District 6 Sigma,Premium,?,"-3744, 1692","-3728, 1676","-3760, 1676","-3760, 1708","-3728, 1708",-3744.0000,1692.0000
1,District 6 Sigma,Premium,?,"-3744, -1692","-3728, -1676","-3760, -1676","-3760, -1708","-3728, -1708",-3744.0000,-1692.0000
1,District 6 Sigma,Premium,?,"-3824, 228","-3840, 212","-3808, 212","-3808, 244","-3840, 244",-3824.0000,228.0000
1,District 6 Sigma,Premium,?,"-3824, -228","-3840, -212","-3808, -212","-3808, -244","-3840, -244",-3824.0000,-228.0000
1,District 6 Sigma,Premium,?,"-3856, 228","-3872, 212","-3840, 212","-3840, 244","-3872, 244",-3856.0000,228.0000
1,District 6 Sigma,Premium,?,"-3856, -228","-3872, -212","-3840, -212","-3840, -244","-3872, -244",-3856.0000,-228.0000
1,District 6 Sigma,Premium,?,"-4064, 1472","-4048, 1456","-4080, 1456","-4080, 1488","-4048, 1488",-4064.0000,1472.0000
1,District 6 Sigma,Premium,?,"-4064, -1472","-4048, -1456","-4080, -1456","-4080, -1488","-4048, -1488",-4064.0000,-1472.0000
1,District 6 Sigma,Premium,?,"-4096, 1472","-4080, 1456","-4112, 1456","-4112, 1488","-4080, 1488",-4096.0000,1472.0000
1,District 6 Sigma,Premium,?,"-4096, -1472","-4080, -1456","-4112, -1456","-4112, -1488","-4080, -1488",-4096.0000,-1472.0000
1,District 6 Sigma,Premium,?,"-4464, 160","-4448, 144","-4480, 144","-4480, 176","-4448, 176",-4464.0000,160.0000
1,District 6 Sigma,Premium,?,"-4464, -160","-4448, -144","-4480, -144","-4480, -176","-4448, -176",-4464.0000,-160.0000
1,District 6 Sigma,Premium,?,"-4496, 160","-4480, 144","-4512, 144","-4512, 176","-4480, 176",-4496.0000,160.0000
1,District 6 Sigma,Premium,?,"-4496, -160","-4480, -144","-4512, -144","-4512, -176","-4480, -176",-4496.0000,-160.0000
1,District 6 Sigma,Premium,?,"-5104, 974","-5120, 958","-5088, 958","-5088, 990","-5120, 990",-5104.0000,974.0000
1,District 6 Sigma,Premium,?,"-5104, -974","-5120, -958","-5088, -958","-5088, -990","-5120, -990",-5104.0000,-974.0000
1,District 6 Sigma,Premium,?,"-5136, 974","-5152, 958","-5120, 958","-5120, 990","-5152, 990",-5136.0000,974.0000
1,District 6 Sigma,Premium,?,"-5136, -974","-5152, -958","-5120, -958","-5120, -990","-5152, -990",-5136.0000,-974.0000
1,District 6 Sigma,Premium,?,"-6064, 974","-6048, 958","-6080, 958","-6080, 990","-6048, 990",-6064.0000,974.0000
1,District 6 Sigma,Premium,?,"-6064, -974","-6048, -958","-6080, -958","-6080, -990","-6048, -990",-6064.0000,-974.0000
1,District 6 Sigma,Premium,?,"-6096, 974","-6080, 958","-6112, 958","-6112, 990","-6080, 990",-6096.0000,974.0000
1,District 6 Sigma,Premium,?,"-6096, -974","-6080, -958","-6112, -958","-6112, -990","-6080, -990",-6096.0000,-974.0000
1,District 6 Sigma,Premium,?,"-6704, 160","-6720, 144","-6688, 144","-6688, 176","-6720, 176",-6704.0000,160.0000
1,District 6 Sigma,Premium,?,"-6704, -160","-6720, -144","-6688, -144","-6688, -176","-6720, -176",-6704.0000,-160.0000
1,District 6 Sigma,Premium,?,"-6736, 160","-6752, 144","-6720, 144","-6720, 176","-6752, 176",-6736.0000,160.0000
1,District 6 Sigma,Premium,?,"-6736, -160","-6752, -144","-6720, -144","-6720, -176","-6752, -176",-6736.0000,-160.0000
1,District 6 Sigma,Premium,?,"-7104, 1472","-7120, 1456","-7088, 1456","-7088, 1488","-7120, 1488",-7104.0000,1472.0000
1,District 6 Sigma,Premium,?,"-7104, -1472","-7120, -1456","-7088, -1456","-7088, -1488","-7120, -1488",-7104.0000,-1472.0000
1,District 6 Sigma,Premium,?,"-7136, 1472","-7152, 1456","-7120, 1456","-7120, 1488","-7152, 1488",-7136.0000,1472.0000
1,District 6 Sigma,Premium,?,"-7136, -1472","-7152, -1456","-7120, -1456","-7120, -1488","-7152, -1488",-7136.0000,-1472.0000
1,District 6 Sigma,Premium,?,"-7344, 228","-7328, 212","-7360, 212","-7360, 244","-7328, 244",-7344.0000,228.0000
1,District 6 Sigma,Premium,?,"-7344, -228","-7328, -212","-7360, -212","-7360, -244","-7328, -244",-7344.0000,-228.0000
1,District 6 Sigma,Premium,?,"-7376, 228","-7360, 212","-7392, 212","-7392, 244","-7360, 244",-7376.0000,228.0000
1,District 6 Sigma,Premium,?,"-7376, -228","-7360, -212","-7392, -212","-7392, -244","-7360, -244",-7376.0000,-228.0000
1,District 6 Sigma,Premium,?,"-7456, 1692","-7472, 1676","-7440, 1676","-7440, 1708","-7472, 1708",-7456.0000,1692.0000
1,District 6 Sigma,Premium,?,"-7456, -1692","-7472, -1676","-7440, -1676","-7440, -1708","-7472, -1708",-7456.0000,-1692.0000
1,District 6 Sigma,Premium,?,"-7488, 1692","-7504, 1676","-7472, 1676","-7472, 1708","-7504, 1708",-7488.0000,1692.0000
1,District 6 Sigma,Premium,?,"-7488, -1692","-7504, -1676","-7472, -1676","-7472, -1708","-7504, -1708",-7488.0000,-1692.0000
1,District 6 Sigma,Premium,?,"-7632, 592","-7648, 576","-7616, 576","-7616, 608","-7648, 608",-7632.0000,592.0000
1,District 6 Sigma,Premium,?,"-7632, -592","-7648, -576","-7616, -576","-7616, -608","-7648, -608",-7632.0000,-592.0000
1,District 6 Sigma,Premium,?,"-7664, 592","-7680, 576","-7648, 576","-7648, 608","-7680, 608",-7664.0000,592.0000
1,District 6 Sigma,Premium,?,"-7664, -592","-7680, -576","-7648, -576","-7648, -608","-7680, -608",-7664.0000,-592.0000
1,District 6 Sigma,Premium,?,"-7984, 784","-8000, 768","-7968, 768","-7968, 800","-8000, 800",-7984.0000,784.0000
1,District 6 Sigma,Premium,?,"-7984, -784","-8000, -768","-7968, -768","-7968, -800","-8000, -800",-7984.0000,-784.0000
1,District 6 Sigma,Premium,?,"-8016, 784","-8032, 768","-8000, 768","-8000, 800","-8032, 800",-8016.0000,784.0000
1,District 6 Sigma,Premium,?,"-8016, -784","-8032, -768","-8000, -768","-8000, -800","-8032, -800",-8016.0000,-784.0000
1,District 5 Omega,Premium,?,"-1024, 3268","-1008, 3284","-1040, 3284","-1040, 3252","-1008, 3252",-1024.0000,3268.0000
1,District 5 Omega,Premium,?,"-1104, 4732","-1120, 4748","-1088, 4748","-1088, 4716","-1120, 4716",-1104.0000,4732.0000
1,District 5 Omega,Premium,?,"-1104, 5188","-1120, 5172","-1088, 5172","-1088, 5204","-1120, 5204",-1104.0000,5188.0000
1,District 5 Omega,Premium,?,"-1136, 4732","-1152, 4748","-1120, 4748","-1120, 4716","-1152, 4716",-1136.0000,4732.0000
1,District 5 Omega,Premium,?,"-1136, 5188","-1152, 5172","-1120, 5172","-1120, 5204","-1152, 5204",-1136.0000,5188.0000
1,District 5 Omega,Premium,?,"-1344, 3488","-1328, 3504","-1360, 3504","-1360, 3472","-1328, 3472",-1344.0000,3488.0000
1,District 5 Omega,Premium,?,"-1376, 3488","-1360, 3504","-1392, 3504","-1392, 3472","-1360, 3472",-1376.0000,3488.0000
1,District 5 Omega,Premium,?,"-1744, 3440","-1728, 3456","-1760, 3456","-1760, 3424","-1728, 3424",-1744.0000,3440.0000
1,District 5 Omega,Premium,?,"-1744, 4800","-1728, 4816","-1760, 4816","-1760, 4784","-1728, 4784",-1744.0000,4800.0000
1,District 5 Omega,Premium,?,"-1744, 5120","-1728, 5104","-1760, 5104","-1760, 5136","-1728, 5136",-1744.0000,5120.0000
1,District 5 Omega,Premium,?,"-1776, 3440","-1760, 3456","-1792, 3456","-1792, 3424","-1760, 3424",-1776.0000,3440.0000
1,District 5 Omega,Premium,?,"-1776, 4800","-1760, 4816","-1792, 4816","-1792, 4784","-1760, 4784",-1776.0000,4800.0000
1,District 5 Omega,Premium,?,"-1776, 5120","-1760, 5104","-1792, 5104","-1792, 5136","-1760, 5136",-1776.0000,5120.0000
1,District 5 Omega,Premium,?,"-2272, 2532","-2256, 2548","-2288, 2548","-2288, 2516","-2256, 2516",-2272.0000,2532.0000
1,District 5 Omega,Premium,?,"-2304, 2532","-2288, 2548","-2320, 2548","-2320, 2516","-2288, 2516",-2304.0000,2532.0000
1,District 5 Omega,Premium,?,"-2384, 3986","-2400, 4002","-2368, 4002","-2368, 3970","-2400, 3970",-2384.0000,3986.0000
1,District 5 Omega,Premium,?,"-2384, 5934","-2400, 5918","-2368, 5918","-2368, 5950","-2400, 5950",-2384.0000,5934.0000
1,District 5 Omega,Premium,?,"-2416, 3986","-2432, 4002","-2400, 4002","-2400, 3970","-2432, 3970",-2416.0000,3986.0000
1,District 5 Omega,Premium,?,"-2416, 5934","-2432, 5918","-2400, 5918","-2400, 5950","-2432, 5950",-2416.0000,5934.0000
1,District 5 Omega,Premium,?,"-3344, 3986","-3328, 4002","-3360, 4002","-3360, 3970","-3328, 3970",-3344.0000,3986.0000
1,District 5 Omega,Premium,?,"-3344, 5934","-3328, 5918","-3360, 5918","-3360, 5950","-3328, 5950",-3344.0000,5934.0000
1,District 5 Omega,Premium,?,"-3376, 3986","-3360, 4002","-3392, 4002","-3392, 3970","-3360, 3970",-3376.0000,3986.0000
1,District 5 Omega,Premium,?,"-3376, 5934","-3360, 5918","-3392, 5918","-3392, 5950","-3360, 5950",-3376.0000,5934.0000
1,District 5 Omega,Premium,?,"-3456, 2532","-3472, 2548","-3440, 2548","-3440, 2516","-3472, 2516",-3456.0000,2532.0000
